FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b5d,NSW,127,Kingsford Smith,97568,5,Central Sydney KINGSFORD SMITH PPVC,Central Railway Station,Cnr of Eddy Ave & Pitt St,Ground Floor,Former Coach Terminal,HAYMARKET,NSW,2000.0,POINT (151.2062488 -33.8825375)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b5c,NSW,127,Kingsford Smith,1439,1,Chifley,Chifley Public School,63-69 Mitchell St,,,CHIFLEY,NSW,2036.0,POINT (151.24251 -33.96619)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b5b,NSW,127,Kingsford Smith,2322,1,Clovelly Beach (Kingsford Smith),Surf Life Saving Club,Bundock Park,Clovelly Rd,,CLOVELLY,NSW,2031.0,POINT (151.267 -33.915)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b5a,NSW,127,Kingsford Smith,33796,1,Clovelly North (Kingsford Smith),St Luke's Anglican Church,69 Varna St,,,CLOVELLY,NSW,2031.0,POINT (151.259 -33.908)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b59,NSW,127,Kingsford Smith,2308,1,Coogee,St Nicolas' Hall,125 Brook St,,,COOGEE,NSW,2034.0,POINT (151.2543726 -33.9222451)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b58,NSW,127,Kingsford Smith,2307,1,Coogee Beach,Eastward Senior Citizens Hall,97R Brook St,Coogee Oval,,COOGEE,NSW,2034.0,POINT (151.255 -33.9191)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b57,NSW,127,Kingsford Smith,2309,1,Coogee Central,St Brigid's Primary School,160 Coogee Bay Rd,,,COOGEE,NSW,2034.0,POINT (151.253026 -33.919911)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b56,NSW,127,Kingsford Smith,83745,1,Coogee East,St Paul's Anglican Church,21 Nymboida St,,,SOUTH COOGEE,NSW,2034.0,POINT (151.2568457 -33.9335454)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b55,NSW,127,Kingsford Smith,2310,1,Coogee South,South Coogee Public School,157E Moverly Rd,,,SOUTH COOGEE,NSW,2034.0,POINT (151.2536459 -33.9333587)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b54,NSW,127,Kingsford Smith,2312,1,Daceyville,Daceyville Public School,Joffre Cres entry Banks Ave,,,DACEYVILLE,NSW,2032.0,POINT (151.2280782 -33.9290665)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b53,NSW,127,Kingsford Smith,30118,5,Divisional Office (PREPOLL),Divisional Office,Level 13,59 Goulburn St,,HAYMARKET,NSW,2000.0,POINT (151.2065077 -33.8783791)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b52,NSW,127,Kingsford Smith,1442,1,Eastlakes,Beckenham Horner Memorial Church Hall,40 King St,,,EASTLAKES,NSW,2018.0,POINT (151.208 -33.9316)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b51,NSW,127,Kingsford Smith,1443,1,Eastlakes East,Eastlakes Community Hall,8-16 Florence Ave,,,EASTLAKES,NSW,2018.0,POINT (151.2145494 -33.9258798)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b50,NSW,127,Kingsford Smith,82790,5,Eastlakes KINGSFORD SMITH PPVC,Shop Front Eastlakes,279 Gardeners Rd,,,EASTLAKES,NSW,2018.0,POINT (151.210766 -33.9237987)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b4f,NSW,127,Kingsford Smith,97594,5,Glebe KINGSFORD SMITH PPVC,Harold Park Community Hall,1 Dalgal Way,,,FOREST LODGE,NSW,2037.0,POINT (151.1783737 -33.8761055)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b4e,NSW,127,Kingsford Smith,65693,5,Haymarket KINGSFORD SMITH PPVC,Sun Tower,591 George St,,,SYDNEY,NSW,2000.0,POINT (151.2080719 -33.8778922)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b4d,NSW,127,Kingsford Smith,1447,1,Hillsdale,Matraville Public School,310 Bunnerong Rd,,,MATRAVILLE,NSW,2036.0,POINT (151.23 -33.9554)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b4c,NSW,127,Kingsford Smith,2313,1,Kensington,Kensington Public School,77-79 Doncaster Ave,,,KENSINGTON,NSW,2033.0,POINT (151.225 -33.9098)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b4b,NSW,127,Kingsford Smith,83740,1,Kensington Central,Our Lady of the Rosary Parish Hall,4 Roma Ave,,,KENSINGTON,NSW,2033.0,POINT (151.2211271 -33.9133157)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b4a,NSW,127,Kingsford Smith,2314,1,Kensington Park,Scouts Hall,Strachan St,,,KINGSFORD,NSW,2032.0,POINT (151.224 -33.9209)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b49,NSW,127,Kingsford Smith,2316,1,Kensington West,St Martin's Hall,105 Todman Ave,,,KENSINGTON,NSW,2033.0,POINT (151.21944 -33.90984)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b48,NSW,127,Kingsford Smith,2318,1,Kingsford South,Holy Trinity Church Hall,25 Sturt St,,,KINGSFORD,NSW,2032.0,POINT (151.232 -33.9266)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b47,NSW,127,Kingsford Smith,1449,1,La Perouse,La Perouse Public School,14 Yarra Rd,,,PHILLIP BAY,NSW,2036.0,POINT (151.236 -33.9792)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b46,NSW,127,Kingsford Smith,1451,1,Malabar,Malabar Public School,231 Franklin St,,,MALABAR,NSW,2036.0,POINT (151.24858 -33.96243)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b45,NSW,127,Kingsford Smith,83742,1,Maroubra,St John's Church Hall,339A Maroubra Rd,,,MAROUBRA,NSW,2035.0,POINT (151.249 -33.9433)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b44,NSW,127,Kingsford Smith,1453,1,Maroubra Bay,Maroubra Bay Public School,427-461 Malabar Rd,,,MAROUBRA,NSW,2035.0,POINT (151.253 -33.9447)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b43,NSW,127,Kingsford Smith,47682,1,Maroubra Central,Maroubra Senior Citizens Centre,6 Alma Rd,,,MAROUBRA,NSW,2035.0,POINT (151.2397756 -33.9391308)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b42,NSW,127,Kingsford Smith,1455,1,Maroubra Junction,Maroubra Junction Public School,112 Storey St,,,MAROUBRA,NSW,2035.0,POINT (151.2396809 -33.9362604)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b41,NSW,127,Kingsford Smith,83779,5,Maroubra PPVC,Maroubra Senior Citizens Centre,6 Alma Street,,,MAROUBRA,NSW,2035.0,POINT (151.2397756 -33.9391308)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b40,NSW,127,Kingsford Smith,1461,1,Maroubra South,St Mary's & St Joseph's School Hall,280 Fitzgerald Ave,,,MAROUBRA,NSW,2035.0,POINT (151.2519195 -33.9473927)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b3f,NSW,127,Kingsford Smith,1460,1,Maroubra West,South Sydney High School,2-36 O'Sullivan Ave,,,MAROUBRA,NSW,2035.0,POINT (151.2352682 -33.9447995)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b3e,NSW,127,Kingsford Smith,1456,1,Mascot,Mascot Public School,207 King St,,,MASCOT,NSW,2020.0,POINT (151.193 -33.9291)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b3d,NSW,127,Kingsford Smith,1457,1,Mascot East,J J Cahill Memorial High School,cnr Sutherland St and Coward St,,,MASCOT,NSW,2020.0,POINT (151.2008842 -33.9277457)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b3c,NSW,127,Kingsford Smith,1458,1,Mascot North,Mascot Senior Citizens Hall,149 Coward St,,,MASCOT,NSW,2020.0,POINT (151.194 -33.9256)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b3b,NSW,127,Kingsford Smith,1459,1,Matraville,Matraville Soldiers Settlement Public School,29-39 Menin Rd,,,MATRAVILLE,NSW,2036.0,POINT (151.24 -33.9583)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b3a,NSW,127,Kingsford Smith,83739,1,Pagewood South,Our Lady of the Annunciation Primary,31 Donovan Ave,,,PAGEWOOD,NSW,2035.0,POINT (151.2298929 -33.9467874)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b39,NSW,127,Kingsford Smith,2311,1,Randwick (Kingsford Smith),Randwick Public School,90-96 Cowper st,,,RANDWICK,NSW,2031.0,POINT (151.243 -33.91)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b38,NSW,127,Kingsford Smith,2317,1,Randwick Central,Randwick Boys High School,cnr Rainbow St & Avoca St,,,RANDWICK,NSW,2031.0,POINT (151.2389195 -33.9248003)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b37,NSW,127,Kingsford Smith,2321,1,Randwick East,Randwick Town Hall,90 Avoca St,,,RANDWICK,NSW,2031.0,POINT (151.2431332 -33.9109992)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b36,NSW,127,Kingsford Smith,34029,5,Randwick KINGSFORD SMITH PPVC,Randwick Town Hall,cnr Avoca & Frances Sts,,,RANDWICK,NSW,2031.0,POINT (151.2431332 -33.9109992)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b35,NSW,127,Kingsford Smith,44932,1,Randwick North (Kingsford Smith),Randwick Literary Institute,60 Clovelly Rd,,,RANDWICK,NSW,2031.0,POINT (151.2465227 -33.9064317)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b34,NSW,127,Kingsford Smith,2325,1,Randwick South,Randwick Girls High School,cnr Avoca St & Barker St,,,RANDWICK,NSW,2031.0,POINT (151.24 -33.9218)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b33,NSW,127,Kingsford Smith,11956,1,Randwick West,Talbot Hall,27 Cook St,,,RANDWICK,NSW,2031.0,POINT (151.2396486 -33.9126406)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b32,NSW,127,Kingsford Smith,57477,1,Rosebery West (Kingsford Smith),Gardeners Road Public School,827 Botany Rd,,,ROSEBERY,NSW,2018.0,POINT (151.198 -33.9213)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b30,NSW,127,Kingsford Smith,97544,2,Special Hospital Team 3,Prince of Wales Hospital 3,High St,,,RANDWICK,NSW,2031.0,POINT (151.2343668 -33.9160498)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b2f,NSW,127,Kingsford Smith,97552,2,Special Hospital Team 4,Prince of Wales Hospital 4,High St,,,RANDWICK,NSW,2031.0,POINT (151.2343668 -33.9160498)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b2e,NSW,127,Kingsford Smith,97553,2,Special Hospital Team 5,Prince of Wales Hospital 5,High St,,,RANDWICK,NSW,2031.0,POINT (151.2343668 -33.9160498)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b2d,NSW,127,Kingsford Smith,31032,1,Sydney (Kingsford Smith),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b2c,NSW,127,Kingsford Smith,65182,5,Sydney KINGSFORD SMITH PPVC,Royal Exchange Building,9/56 Pitt St,,,SYDNEY,NSW,2000.0,POINT (151.2092587 -33.8638565)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b2b,NSW,127,Kingsford Smith,2326,1,The Spot,Claremont College,30 Coogee Bay Rd,,,RANDWICK,NSW,2031.0,POINT (151.245 -33.9182)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b2a,NSW,127,Kingsford Smith,65270,5,Waverley KINGSFORD SMITH PPVC,"Margaret Whitlam Recreation Centre, Community Room",Waverley Park,Bondi Rd,,BONDI JUNCTION,NSW,2022.0,POINT (151.2580276 -33.893823)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b29,NSW,128,Lindsay,1747,1,Berkshire Park,Berkshire Park Community Centre,85 Sixth St,,,BERKSHIRE PARK,NSW,2765.0,POINT (150.7801232 -33.6789669)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b28,NSW,128,Lindsay,65411,5,BLV Lindsay PPVC,BLV Lindsay,Ground Floor,606 High St,,PENRITH,NSW,2750.0,POINT (150.690599 -33.752017)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b27,NSW,128,Lindsay,1479,1,Cambridge Gardens,Cambridge Gardens Public School,34 Trinity Dr,,,CAMBRIDGE GARDENS,NSW,2747.0,POINT (150.7229665 -33.737332)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b26,NSW,128,Lindsay,1480,1,Cambridge Park,Cambridge Park Public School,35 Oxford St,,,CAMBRIDGE PARK,NSW,2747.0,POINT (150.726 -33.748)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b25,NSW,128,Lindsay,83595,1,Cambridge Park North,Cambridge Park Scout Hall,Eton Road,,,CAMBRIDGE PARK,NSW,2747.0,POINT (150.7192155 -33.7441139)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b24,NSW,128,Lindsay,1481,1,Cambridge Park South,Cambridge Park High School,Harrow Rd,,,CAMBRIDGE PARK,NSW,2747.0,POINT (150.734 -33.7523)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b23,NSW,139,Parkes,46577,5,Bourke PPVC,PCYC Bourke,Wilson St,,,BOURKE,NSW,2840.0,POINT (145.9424975 -30.0894031)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b22,NSW,128,Lindsay,1754,1,Castlereagh,Castlereagh Public School,87-101 Post Office Rd,,,CASTLEREAGH,NSW,2749.0,POINT (150.6770237 -33.6675182)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b21,NSW,128,Lindsay,11957,1,Claremont Meadows,Claremont Meadows Public School,124-164 Sunflower Dr,,,CLAREMONT MEADOWS,NSW,2747.0,POINT (150.746131 -33.7737517)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b20,NSW,128,Lindsay,384,1,Colyton,Bennett Road Public School,100-114 Bennett Rd,,,COLYTON,NSW,2760.0,POINT (150.791 -33.7838)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b1f,NSW,128,Lindsay,83596,1,Colyton West,Colyton High School,53 Carpenter Street,,,COLYTON,NSW,2760.0,POINT (150.7972021 -33.7793964)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b1e,NSW,128,Lindsay,1758,1,Cranebrook,Samuel Terry Public School,93-107 Grays Lane,,,CRANEBROOK,NSW,2749.0,POINT (150.708 -33.7128)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b1d,NSW,128,Lindsay,83598,1,Cranebrook Central,Henry Fulton Public School,vincent Rd,,,CRANEBROOK,NSW,2749.0,POINT (150.7113511 -33.704021)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b1c,NSW,128,Lindsay,83597,1,Cranebrook North,St Thomas' Anglican Church,29 Callisto Dr,,,CRANEBROOK,NSW,2749.0,POINT (150.7138527 -33.7177262)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b1b,NSW,128,Lindsay,1478,1,Cranebrook South,Cranebrook High School,Hosking St,,,CRANEBROOK,NSW,2749.0,POINT (150.709 -33.721)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b1a,NSW,128,Lindsay,30119,5,Divisional Office (PREPOLL),Divisional Office,Ground Floor,606 High St,,PENRITH,NSW,2750.0,POINT (150.690381 -33.752158)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b19,NSW,128,Lindsay,1483,1,Emu Heights,Emu Heights Public School,65A Wedmore Rd,,,EMU PLAINS,NSW,2750.0,POINT (150.65 -33.7361)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b18,NSW,128,Lindsay,1484,1,Emu Plains,Emu Plains Public School,13-17 Emerald St,,,EMU PLAINS,NSW,2750.0,POINT (150.6582736 -33.7559934)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b17,NSW,128,Lindsay,83599,1,Emu Plains Central,Melrose Hall,169 Great Western Hwy,,,EMU PLAINS,NSW,2750.0,POINT (150.6658226 -33.7525616)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b16,NSW,128,Lindsay,97410,5,Emu Plains LINDSAY PPVC,3/116 Old Bathurst Rd,,,,EMU PLAINS,NSW,2750.0,POINT (150.65967 -33.75206)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b15,NSW,128,Lindsay,1494,1,Emu Plains North,Nepean High School,115-119 Great Western Hwy,,,EMU PLAINS,NSW,2750.0,POINT (150.6702912 -33.7486716)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b14,NSW,128,Lindsay,32337,1,Glenmore Park,Glenmore Park Public School,33-41 The Lakes Dr,,,GLENMORE PARK,NSW,2745.0,POINT (150.681 -33.7847)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b13,NSW,128,Lindsay,31689,1,Glenmore Park Central,Glenmore Park High School,Glenmore Pkwy,,,GLENMORE PARK,NSW,2745.0,POINT (150.6721976 -33.7919868)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b12,NSW,128,Lindsay,82533,1,Glenmore Park East,Surveyors Creek Public School,St Andrews Dr,,,GLENMORE PARK,NSW,2745.0,POINT (150.6899196 -33.7872932)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b11,NSW,128,Lindsay,83600,1,Glenmore Park South,Fernhill School,12-40 Ridgetop Drive,,,GLENMORE PARK,NSW,2745.0,POINT (150.6778965 -33.795637)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b10,NSW,128,Lindsay,1486,1,Jamisontown,Jamisontown Public School,1A Thurwood Ave,,,JAMISONTOWN,NSW,2750.0,POINT (150.683 -33.7724)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b0f,NSW,128,Lindsay,1507,1,Jamisontown West,Jamisontown Uniting Church,3 Stuart St,,,JAMISONTOWN,NSW,2750.0,POINT (150.6812575 -33.7637561)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b0e,NSW,128,Lindsay,1487,1,Kingswood,Kingswood Public School,46-54 Second Ave,,,KINGSWOOD,NSW,2747.0,POINT (150.726 -33.7642)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b0d,NSW,128,Lindsay,1501,1,Kingswood North,St Dominics College,54-94 Gascoigne St,,,KINGSWOOD,NSW,2747.0,POINT (150.714 -33.7535)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b0c,NSW,128,Lindsay,1489,1,Kingswood South,Kingswood South Public School,60-68 Smith St,,,KINGSWOOD,NSW,2747.0,POINT (150.712 -33.7697)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b0b,NSW,128,Lindsay,1491,1,Leonay,Leonay Public School,13-24 Buring Ave,,,LEONAY,NSW,2750.0,POINT (150.651 -33.7647)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b0a,NSW,128,Lindsay,1783,1,Llandilo,Llandilo Public School,Lot 221 Seventh Ave,,,LLANDILO,NSW,2747.0,POINT (150.752 -33.7071)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b09,NSW,128,Lindsay,11958,1,Londonderry,Londonderry Public School,533 Londonderry Rd,,,LONDONDERRY,NSW,2753.0,POINT (150.736 -33.6472)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b08,NSW,128,Lindsay,65187,5,Mount Druitt LINDSAY PPVC,Unit 2,2 Rooty Hill Rd S,,,ROOTY HILL,NSW,2766.0,POINT (150.8206913 -33.7683568)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b07,NSW,128,Lindsay,889,1,Mulgoa,Mulgoa Public School,Mulgoa Rd,,,MULGOA,NSW,2745.0,POINT (150.6509724 -33.8365394)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b06,NSW,128,Lindsay,1496,1,Orchard Hills,Uniting Church Orchard Hills,Kingswood Rd,,,ORCHARD HILLS,NSW,2748.0,POINT (150.721736 -33.782322)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b05,NSW,128,Lindsay,83625,1,Orchard Hills West,Mary MacKillop Primary School,150 Fragar Road,,,SOUTH PENRITH,NSW,2750.0,POINT (150.7067393 -33.7786655)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b04,NSW,128,Lindsay,1497,1,Oxley Park,Oxley Park Public School,114-130 Adelaide St,,,OXLEY PARK,NSW,2760.0,POINT (150.7892231 -33.7709329)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b03,NSW,128,Lindsay,1498,1,Penrith,PCYC Penrith,100 Station St,,,PENRITH,NSW,2750.0,POINT (150.694366 -33.754841)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b02,NSW,128,Lindsay,83626,1,Penrith East,Penrith High School,High St,,,PENRITH,NSW,2750.0,POINT (150.707 -33.7571)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b01,NSW,128,Lindsay,33841,5,Penrith LINDSAY PPVC,3/535 High St,,,,PENRITH,NSW,2750.0,POINT (150.7 -33.75)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b00,NSW,128,Lindsay,1488,1,Penrith North,Kingswood Park Public School,Caloola Ave,,,PENRITH,NSW,2750.0,POINT (150.711 -33.7413)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2aff,NSW,128,Lindsay,1502,1,Penrith South,Penrith South Public School,172-190 Jamison Rd,,,SOUTH PENRITH,NSW,2750.0,POINT (150.701 -33.7642)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2afe,NSW,128,Lindsay,1510,1,Penrith South Central,Jamison High School,222 Evan St,,,SOUTH PENRITH,NSW,2750.0,POINT (150.6985579 -33.7746877)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2afd,NSW,128,Lindsay,1503,1,Regentville,Regentville Public School,28-34 School House Rd,,,REGENTVILLE,NSW,2745.0,POINT (150.668 -33.7767)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2afc,NSW,128,Lindsay,1504,1,St Marys,St Marys Public School,Princess Mary St,,,ST MARYS,NSW,2760.0,POINT (150.7705767 -33.7684193)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2afb,NSW,128,Lindsay,410,1,St Marys North,St Marys North Public School,24-40 Willow Rd,,,ST MARYS,NSW,2760.0,POINT (150.7831265 -33.7566411)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2afa,NSW,128,Lindsay,1506,1,St Marys South,St Marys South Public School,96 Monfarville St,,,ST MARYS,NSW,2760.0,POINT (150.776 -33.7795)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2af8,NSW,128,Lindsay,32328,1,Sydney (Lindsay),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2af7,NSW,128,Lindsay,1508,1,Werrington,Werrington Public School,Armstein Cres,,,WERRINGTON,NSW,2747.0,POINT (150.746012 -33.7544758)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2af6,NSW,128,Lindsay,1509,1,Werrington County,Werrington County Public School,2A John Batman Ave,,,WERRINGTON COUNTY,NSW,2747.0,POINT (150.747 -33.7454)
